,Category,Day,Month,Label,SequenceNumber,Set,Path1,Path2,Path3,Path4,Path9,Path10,Path11,Path12,Path13,Path14,Path15,Path16,Path17,Path18,Path19,Path20,Path21,Path22
0,no_voice,9,12,lights-on,1094,Testing,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/lights-on/ch1/001094.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/lights-on/ch2/001094.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/lights-on/ch3/001094.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/lights-on/ch4/001094.png,,,,,,,,,,,,,,
1,no_voice,9,12,lights-on,74,Testing,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/lights-on/ch1/000074.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/lights-on/ch2/000074.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/lights-on/ch3/000074.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/lights-on/ch4/000074.png,,,,,,,,,,,,,,
2,no_voice,9,12,lights-on,3891,Training,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/lights-on/ch1/003891.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/lights-on/ch2/003891.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/lights-on/ch3/003891.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/lights-on/ch4/003891.png,,,,,,,,,,,,,,
3,no_voice,9,12,lights-on,2883,Validation,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/lights-on/ch1/002883.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/lights-on/ch2/002883.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/lights-on/ch3/002883.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/lights-on/ch4/002883.png,,,,,,,,,,,,,,
4,no_voice,9,12,lights-on,3730,Training,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/lights-on/ch1/003730.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/lights-on/ch2/003730.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/lights-on/ch3/003730.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/lights-on/ch4/003730.png,,,,,,,,,,,,,,
5,no_voice,9,12,lights-on,642,Training,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/lights-on/ch1/000642.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/lights-on/ch2/000642.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/lights-on/ch3/000642.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/lights-on/ch4/000642.png,,,,,,,,,,,,,,
6,no_voice,9,12,turn-off,670,Training,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/turn-off/ch1/000670.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/turn-off/ch2/000670.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/turn-off/ch3/000670.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/turn-off/ch4/000670.png,,,,,,,,,,,,,,
7,no_voice,9,12,lights-on,1413,Validation,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/lights-on/ch1/001413.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/lights-on/ch2/001413.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/lights-on/ch3/001413.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/lights-on/ch4/001413.png,,,,,,,,,,,,,,
8,no_voice,9,12,turn-off,2823,Validation,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/turn-off/ch1/002823.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/turn-off/ch2/002823.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/turn-off/ch3/002823.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/turn-off/ch4/002823.png,,,,,,,,,,,,,,
9,no_voice,9,12,lights-on,2500,Training,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/lights-on/ch1/002500.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/lights-on/ch2/002500.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/lights-on/ch3/002500.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/lights-on/ch4/002500.png,,,,,,,,,,,,,,
10,no_voice,9,12,turn-off,441,Training,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/turn-off/ch1/000441.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/turn-off/ch2/000441.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/turn-off/ch3/000441.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/turn-off/ch4/000441.png,,,,,,,,,,,,,,
11,no_voice,9,12,lights-on,1914,Testing,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/lights-on/ch1/001914.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/lights-on/ch2/001914.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/lights-on/ch3/001914.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/lights-on/ch4/001914.png,,,,,,,,,,,,,,
12,no_voice,9,12,turn-off,2210,Training,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/turn-off/ch1/002210.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/turn-off/ch2/002210.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/turn-off/ch3/002210.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/turn-off/ch4/002210.png,,,,,,,,,,,,,,
13,no_voice,9,12,lights-on,1641,Training,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/lights-on/ch1/001641.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/lights-on/ch2/001641.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/lights-on/ch3/001641.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/lights-on/ch4/001641.png,,,,,,,,,,,,,,
14,no_voice,9,12,lights-on,3061,Training,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/lights-on/ch1/003061.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/lights-on/ch2/003061.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/lights-on/ch3/003061.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/lights-on/ch4/003061.png,,,,,,,,,,,,,,
15,no_voice,9,12,turn-off,3782,Training,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/turn-off/ch1/003782.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/turn-off/ch2/003782.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/turn-off/ch3/003782.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/turn-off/ch4/003782.png,,,,,,,,,,,,,,
16,no_voice,9,12,lights-on,1542,Training,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/lights-on/ch1/001542.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/lights-on/ch2/001542.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/lights-on/ch3/001542.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_09/no_voice/12_09/lights-on/ch4/001542.png,,,,,,,,,,,,,,
