,Category,Day,Month,Label,SequenceNumber,Set,Path1,Path2,Path3,Path4,Path9,Path10,Path11,Path12,Path13,Path14,Path15,Path16,Path17,Path18,Path19,Path20,Path21,Path22
0,no_voice,6,12,lights-on,5343,Validation,/Users/kyy/cerebro_train/images_scaled/taylor_12_06_01/no_voice/12_06/lights-on/ch1/005343.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_06_01/no_voice/12_06/lights-on/ch2/005343.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_06_01/no_voice/12_06/lights-on/ch3/005343.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_06_01/no_voice/12_06/lights-on/ch4/005343.png,,,,,,,,,,,,,,
1,no_voice,6,12,turn-off,224,Testing,/Users/kyy/cerebro_train/images_scaled/taylor_12_06_01/no_voice/12_06/turn-off/ch1/000224.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_06_01/no_voice/12_06/turn-off/ch2/000224.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_06_01/no_voice/12_06/turn-off/ch3/000224.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_06_01/no_voice/12_06/turn-off/ch4/000224.png,,,,,,,,,,,,,,
2,no_voice,6,12,lights-on,6904,Testing,/Users/kyy/cerebro_train/images_scaled/taylor_12_06_01/no_voice/12_06/lights-on/ch1/006904.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_06_01/no_voice/12_06/lights-on/ch2/006904.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_06_01/no_voice/12_06/lights-on/ch3/006904.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_06_01/no_voice/12_06/lights-on/ch4/006904.png,,,,,,,,,,,,,,
3,no_voice,6,12,lights-on,9012,Training,/Users/kyy/cerebro_train/images_scaled/taylor_12_06_01/no_voice/12_06/lights-on/ch1/009012.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_06_01/no_voice/12_06/lights-on/ch2/009012.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_06_01/no_voice/12_06/lights-on/ch3/009012.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_06_01/no_voice/12_06/lights-on/ch4/009012.png,,,,,,,,,,,,,,
4,no_voice,6,12,lights-on,2264,Testing,/Users/kyy/cerebro_train/images_scaled/taylor_12_06_01/no_voice/12_06/lights-on/ch1/002264.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_06_01/no_voice/12_06/lights-on/ch2/002264.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_06_01/no_voice/12_06/lights-on/ch3/002264.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_06_01/no_voice/12_06/lights-on/ch4/002264.png,,,,,,,,,,,,,,
5,no_voice,6,12,turn-off,5672,Training,/Users/kyy/cerebro_train/images_scaled/taylor_12_06_01/no_voice/12_06/turn-off/ch1/005672.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_06_01/no_voice/12_06/turn-off/ch2/005672.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_06_01/no_voice/12_06/turn-off/ch3/005672.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_06_01/no_voice/12_06/turn-off/ch4/005672.png,,,,,,,,,,,,,,
6,no_voice,6,12,turn-off,3023,Validation,/Users/kyy/cerebro_train/images_scaled/taylor_12_06_01/no_voice/12_06/turn-off/ch1/003023.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_06_01/no_voice/12_06/turn-off/ch2/003023.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_06_01/no_voice/12_06/turn-off/ch3/003023.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_06_01/no_voice/12_06/turn-off/ch4/003023.png,,,,,,,,,,,,,,
7,no_voice,6,12,turn-off,3583,Validation,/Users/kyy/cerebro_train/images_scaled/taylor_12_06_01/no_voice/12_06/turn-off/ch1/003583.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_06_01/no_voice/12_06/turn-off/ch2/003583.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_06_01/no_voice/12_06/turn-off/ch3/003583.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_06_01/no_voice/12_06/turn-off/ch4/003583.png,,,,,,,,,,,,,,
8,no_voice,6,12,lights-on,3973,Validation,/Users/kyy/cerebro_train/images_scaled/taylor_12_06_01/no_voice/12_06/lights-on/ch1/003973.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_06_01/no_voice/12_06/lights-on/ch2/003973.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_06_01/no_voice/12_06/lights-on/ch3/003973.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_06_01/no_voice/12_06/lights-on/ch4/003973.png,,,,,,,,,,,,,,
9,no_voice,6,12,lights-on,2510,Training,/Users/kyy/cerebro_train/images_scaled/taylor_12_06_01/no_voice/12_06/lights-on/ch1/002510.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_06_01/no_voice/12_06/lights-on/ch2/002510.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_06_01/no_voice/12_06/lights-on/ch3/002510.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_06_01/no_voice/12_06/lights-on/ch4/002510.png,,,,,,,,,,,,,,
10,no_voice,6,12,lights-on,2593,Validation,/Users/kyy/cerebro_train/images_scaled/taylor_12_06_01/no_voice/12_06/lights-on/ch1/002593.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_06_01/no_voice/12_06/lights-on/ch2/002593.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_06_01/no_voice/12_06/lights-on/ch3/002593.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_06_01/no_voice/12_06/lights-on/ch4/002593.png,,,,,,,,,,,,,,
11,no_voice,6,12,lights-on,193,Validation,/Users/kyy/cerebro_train/images_scaled/taylor_12_06_01/no_voice/12_06/lights-on/ch1/000193.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_06_01/no_voice/12_06/lights-on/ch2/000193.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_06_01/no_voice/12_06/lights-on/ch3/000193.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_06_01/no_voice/12_06/lights-on/ch4/000193.png,,,,,,,,,,,,,,
12,no_voice,6,12,lights-on,3191,Training,/Users/kyy/cerebro_train/images_scaled/taylor_12_06_01/no_voice/12_06/lights-on/ch1/003191.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_06_01/no_voice/12_06/lights-on/ch2/003191.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_06_01/no_voice/12_06/lights-on/ch3/003191.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_06_01/no_voice/12_06/lights-on/ch4/003191.png,,,,,,,,,,,,,,
13,no_voice,6,12,turn-off,4302,Training,/Users/kyy/cerebro_train/images_scaled/taylor_12_06_01/no_voice/12_06/turn-off/ch1/004302.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_06_01/no_voice/12_06/turn-off/ch2/004302.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_06_01/no_voice/12_06/turn-off/ch3/004302.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_06_01/no_voice/12_06/turn-off/ch4/004302.png,,,,,,,,,,,,,,
14,no_voice,6,12,turn-off,1821,Training,/Users/kyy/cerebro_train/images_scaled/taylor_12_06_01/no_voice/12_06/turn-off/ch1/001821.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_06_01/no_voice/12_06/turn-off/ch2/001821.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_06_01/no_voice/12_06/turn-off/ch3/001821.png,/Users/kyy/cerebro_train/images_scaled/taylor_12_06_01/no_voice/12_06/turn-off/ch4/001821.png,,,,,,,,,,,,,,
